ligand_id,file_prefix,label,train_test_split,atom_count,xsize,ysize,zsize,p_atom_count1,p_atom_count2,p_xsize,p_ysize,p_zsize
1ie9,2/refined_train_3dnn/1ie9,10.19,2,0,0,0,0,0,0,0,0,0
1if7,2/refined_train_3dnn/1if7,10.52,2,0,0,0,0,0,0,0,0,0
1if8,2/refined_train_3dnn/1if8,9.64,2,0,0,0,0,0,0,0,0,0
1igb,2/refined_train_3dnn/1igb,6.4,2,0,0,0,0,0,0,0,0,0
1igj,2/refined_train_3dnn/1igj,10.0,2,0,0,0,0,0,0,0,0,0
1ii5,2/refined_train_3dnn/1ii5,6.62,2,0,0,0,0,0,0,0,0,0
1iih,2/refined_train_3dnn/1iih,2.89,2,0,0,0,0,0,0,0,0,0
1iiq,2/refined_train_3dnn/1iiq,7.48,2,0,0,0,0,0,0,0,0,0
1ik4,2/refined_train_3dnn/1ik4,7.41,2,0,0,0,0,0,0,0,0,0
1ikt,2/refined_train_3dnn/1ikt,3.4,2,0,0,0,0,0,0,0,0,0
1iy7,2/refined_train_3dnn/1iy7,6.19,2,0,0,0,0,0,0,0,0,0
1izh,2/refined_train_3dnn/1izh,7.7,2,0,0,0,0,0,0,0,0,0
1izi,2/refined_train_3dnn/1izi,6.59,2,0,0,0,0,0,0,0,0,0
1j01,2/refined_train_3dnn/1j01,6.47,2,0,0,0,0,0,0,0,0,0
1j14,2/refined_train_3dnn/1j14,4.49,2,0,0,0,0,0,0,0,0,0
1j16,2/refined_train_3dnn/1j16,3.84,2,0,0,0,0,0,0,0,0,0
1j17,2/refined_train_3dnn/1j17,5.22,2,0,0,0,0,0,0,0,0,0
1j36,2/refined_train_3dnn/1j36,7.74,2,0,0,0,0,0,0,0,0,0
1j4r,2/refined_train_3dnn/1j4r,7.72,2,0,0,0,0,0,0,0,0,0
1jao,2/refined_train_3dnn/1jao,5.92,2,0,0,0,0,0,0,0,0,0
1jaq,2/refined_train_3dnn/1jaq,4.48,2,0,0,0,0,0,0,0,0,0
1jcx,2/refined_train_3dnn/1jcx,5.15,2,0,0,0,0,0,0,0,0,0
1jet,2/refined_train_3dnn/1jet,7.25,2,0,0,0,0,0,0,0,0,0
1jeu,2/refined_train_3dnn/1jeu,6.82,2,0,0,0,0,0,0,0,0,0
1jev,2/refined_train_3dnn/1jev,6.89,2,0,0,0,0,0,0,0,0,0
1jgl,2/refined_train_3dnn/1jgl,8.7,2,0,0,0,0,0,0,0,0,0
1jlr,2/refined_train_3dnn/1jlr,3.33,2,0,0,0,0,0,0,0,0,0
1jmf,2/refined_train_3dnn/1jmf,5.77,2,0,0,0,0,0,0,0,0,0
1jmg,2/refined_train_3dnn/1jmg,6.07,2,0,0,0,0,0,0,0,0,0
1jn4,2/refined_train_3dnn/1jn4,4.95,2,0,0,0,0,0,0,0,0,0
1jq8,2/refined_train_3dnn/1jq8,6.0,2,0,0,0,0,0,0,0,0,0
1jqy,2/refined_train_3dnn/1jqy,4.92,2,0,0,0,0,0,0,0,0,0
1jsv,2/refined_train_3dnn/1jsv,5.7,2,0,0,0,0,0,0,0,0,0
1jvu,2/refined_train_3dnn/1jvu,5.15,2,0,0,0,0,0,0,0,0,0
1jyq,2/refined_train_3dnn/1jyq,8.7,2,0,0,0,0,0,0,0,0,0
1jys,2/refined_train_3dnn/1jys,3.52,2,0,0,0,0,0,0,0,0,0
1jzs,2/refined_train_3dnn/1jzs,6.6,2,0,0,0,0,0,0,0,0,0
1k1j,2/refined_train_3dnn/1k1j,7.55,2,0,0,0,0,0,0,0,0,0
1k1l,2/refined_train_3dnn/1k1l,6.9,2,0,0,0,0,0,0,0,0,0
1k1m,2/refined_train_3dnn/1k1m,7.4,2,0,0,0,0,0,0,0,0,0
1k1n,2/refined_train_3dnn/1k1n,6.82,2,0,0,0,0,0,0,0,0,0
1k1o,2/refined_train_3dnn/1k1o,6.17,2,0,0,0,0,0,0,0,0,0
1k21,2/refined_train_3dnn/1k21,8.38,2,0,0,0,0,0,0,0,0,0
1k22,2/refined_train_3dnn/1k22,8.4,2,0,0,0,0,0,0,0,0,0
1k27,2/refined_train_3dnn/1k27,9.0,2,0,0,0,0,0,0,0,0,0
1k4g,2/refined_train_3dnn/1k4g,5.85,2,0,0,0,0,0,0,0,0,0
1k4h,2/refined_train_3dnn/1k4h,5.11,2,0,0,0,0,0,0,0,0,0
1k6c,2/refined_train_3dnn/1k6c,7.48,2,0,0,0,0,0,0,0,0,0
1k6p,2/refined_train_3dnn/1k6p,7.36,2,0,0,0,0,0,0,0,0,0
1k6t,2/refined_train_3dnn/1k6t,7.62,2,0,0,0,0,0,0,0,0,0
1k6v,2/refined_train_3dnn/1k6v,6.92,2,0,0,0,0,0,0,0,0,0
1k9s,2/refined_train_3dnn/1k9s,6.52,2,0,0,0,0,0,0,0,0,0
1kav,2/refined_train_3dnn/1kav,5.82,2,0,0,0,0,0,0,0,0,0
1kc7,2/refined_train_3dnn/1kc7,5.52,2,0,0,0,0,0,0,0,0,0
1kdk,2/refined_train_3dnn/1kdk,9.05,2,0,0,0,0,0,0,0,0,0
1kel,2/refined_train_3dnn/1kel,7.28,2,0,0,0,0,0,0,0,0,0
1kjr,2/refined_train_3dnn/1kjr,6.06,2,0,0,0,0,0,0,0,0,0
1kmy,2/refined_train_3dnn/1kmy,5.1,2,0,0,0,0,0,0,0,0,0
1koj,2/refined_train_3dnn/1koj,6.7,2,0,0,0,0,0,0,0,0,0
1kpm,2/refined_train_3dnn/1kpm,5.8,2,0,0,0,0,0,0,0,0,0
1kug,2/refined_train_3dnn/1kug,3.8,2,0,0,0,0,0,0,0,0,0
1kuk,2/refined_train_3dnn/1kuk,3.91,2,0,0,0,0,0,0,0,0,0
1kv1,2/refined_train_3dnn/1kv1,5.94,2,0,0,0,0,0,0,0,0,0
1kv5,2/refined_train_3dnn/1kv5,4.22,2,0,0,0,0,0,0,0,0,0
1kyv,2/refined_train_3dnn/1kyv,5.92,2,0,0,0,0,0,0,0,0,0
1kzk,2/refined_train_3dnn/1kzk,10.39,2,0,0,0,0,0,0,0,0,0
1kzn,2/refined_train_3dnn/1kzn,8.92,2,0,0,0,0,0,0,0,0,0
1l83,2/refined_train_3dnn/1l83,3.4,2,0,0,0,0,0,0,0,0,0
1lag,2/refined_train_3dnn/1lag,6.3,2,0,0,0,0,0,0,0,0,0
1lah,2/refined_train_3dnn/1lah,7.52,2,0,0,0,0,0,0,0,0,0
1lan,2/refined_train_3dnn/1lan,7.22,2,0,0,0,0,0,0,0,0,0
1lbf,2/refined_train_3dnn/1lbf,7.85,2,0,0,0,0,0,0,0,0,0
1lbk,2/refined_train_3dnn/1lbk,3.18,2,0,0,0,0,0,0,0,0,0
1lcp,2/refined_train_3dnn/1lcp,6.64,2,0,0,0,0,0,0,0,0,0
1lee,2/refined_train_3dnn/1lee,7.74,2,0,0,0,0,0,0,0,0,0
1lf2,2/refined_train_3dnn/1lf2,7.52,2,0,0,0,0,0,0,0,0,0
1lgt,2/refined_train_3dnn/1lgt,6.1,2,0,0,0,0,0,0,0,0,0
1lgw,2/refined_train_3dnn/1lgw,4.0,2,0,0,0,0,0,0,0,0,0
1lhu,2/refined_train_3dnn/1lhu,8.83,2,0,0,0,0,0,0,0,0,0
1li2,2/refined_train_3dnn/1li2,4.04,2,0,0,0,0,0,0,0,0,0
1li3,2/refined_train_3dnn/1li3,4.25,2,0,0,0,0,0,0,0,0,0
1li6,2/refined_train_3dnn/1li6,3.8,2,0,0,0,0,0,0,0,0,0
1lke,2/refined_train_3dnn/1lke,7.52,2,0,0,0,0,0,0,0,0,0
1lkk,2/refined_train_3dnn/1lkk,6.85,2,0,0,0,0,0,0,0,0,0
1lkl,2/refined_train_3dnn/1lkl,5.81,2,0,0,0,0,0,0,0,0,0
1lnm,2/refined_train_3dnn/1lnm,8.7,2,0,0,0,0,0,0,0,0,0
1loq,2/refined_train_3dnn/1loq,3.7,2,0,0,0,0,0,0,0,0,0
1lpz,2/refined_train_3dnn/1lpz,7.6,2,0,0,0,0,0,0,0,0,0
1lrh,2/refined_train_3dnn/1lrh,6.82,2,0,0,0,0,0,0,0,0,0
1lst,2/refined_train_3dnn/1lst,7.85,2,0,0,0,0,0,0,0,0,0
1lyb,2/refined_train_3dnn/1lyb,11.42,2,0,0,0,0,0,0,0,0,0
1lyx,2/refined_train_3dnn/1lyx,4.54,2,0,0,0,0,0,0,0,0,0
1lzq,2/refined_train_3dnn/1lzq,8.39,2,0,0,0,0,0,0,0,0,0
1m0n,2/refined_train_3dnn/1m0n,2.22,2,0,0,0,0,0,0,0,0,0
1m0o,2/refined_train_3dnn/1m0o,2.31,2,0,0,0,0,0,0,0,0,0
1m0q,2/refined_train_3dnn/1m0q,3.89,2,0,0,0,0,0,0,0,0,0
1m1b,2/refined_train_3dnn/1m1b,4.66,2,0,0,0,0,0,0,0,0,0
1m2p,2/refined_train_3dnn/1m2p,6.11,2,0,0,0,0,0,0,0,0,0
1m2q,2/refined_train_3dnn/1m2q,6.1,2,0,0,0,0,0,0,0,0,0
1m2r,2/refined_train_3dnn/1m2r,6.46,2,0,0,0,0,0,0,0,0,0
1m2x,2/refined_train_3dnn/1m2x,4.15,2,0,0,0,0,0,0,0,0,0
1m4h,2/refined_train_3dnn/1m4h,9.52,2,0,0,0,0,0,0,0,0,0
1m5w,2/refined_train_3dnn/1m5w,4.27,2,0,0,0,0,0,0,0,0,0
1m7d,2/refined_train_3dnn/1m7d,6.23,2,0,0,0,0,0,0,0,0,0
1m7i,2/refined_train_3dnn/1m7i,5.4,2,0,0,0,0,0,0,0,0,0
1m7y,2/refined_train_3dnn/1m7y,10.96,2,0,0,0,0,0,0,0,0,0
1m83,2/refined_train_3dnn/1m83,3.4,2,0,0,0,0,0,0,0,0,0
1mai,2/refined_train_3dnn/1mai,6.68,2,0,0,0,0,0,0,0,0,0
1met,2/refined_train_3dnn/1met,9.4,2,0,0,0,0,0,0,0,0,0
1mfa,2/refined_train_3dnn/1mfa,5.04,2,0,0,0,0,0,0,0,0,0
1mfd,2/refined_train_3dnn/1mfd,5.31,2,0,0,0,0,0,0,0,0,0
1mfi,2/refined_train_3dnn/1mfi,5.59,2,0,0,0,0,0,0,0,0,0
1mh5,2/refined_train_3dnn/1mh5,9.21,2,0,0,0,0,0,0,0,0,0
1mjj,2/refined_train_3dnn/1mjj,8.74,2,0,0,0,0,0,0,0,0,0
1mmq,2/refined_train_3dnn/1mmq,7.52,2,0,0,0,0,0,0,0,0,0
1mmr,2/refined_train_3dnn/1mmr,5.4,2,0,0,0,0,0,0,0,0,0
1moq,2/refined_train_3dnn/1moq,3.46,2,0,0,0,0,0,0,0,0,0
1mq5,2/refined_train_3dnn/1mq5,9.0,2,0,0,0,0,0,0,0,0,0
1mrn,2/refined_train_3dnn/1mrn,4.52,2,0,0,0,0,0,0,0,0,0
1mrs,2/refined_train_3dnn/1mrs,3.96,2,0,0,0,0,0,0,0,0,0
1mrw,2/refined_train_3dnn/1mrw,9.7,2,0,0,0,0,0,0,0,0,0
1mrx,2/refined_train_3dnn/1mrx,7.26,2,0,0,0,0,0,0,0,0,0
1msm,2/refined_train_3dnn/1msm,10.48,2,0,0,0,0,0,0,0,0,0
1msn,2/refined_train_3dnn/1msn,9.09,2,0,0,0,0,0,0,0,0,0
1mtr,2/refined_train_3dnn/1mtr,8.4,2,0,0,0,0,0,0,0,0,0
1mu6,2/refined_train_3dnn/1mu6,8.38,2,0,0,0,0,0,0,0,0,0
1mu8,2/refined_train_3dnn/1mu8,9.0,2,0,0,0,0,0,0,0,0,0
1mue,2/refined_train_3dnn/1mue,8.64,2,0,0,0,0,0,0,0,0,0
1my4,2/refined_train_3dnn/1my4,6.98,2,0,0,0,0,0,0,0,0,0
1n0s,2/refined_train_3dnn/1n0s,7.45,2,0,0,0,0,0,0,0,0,0
1n1m,2/refined_train_3dnn/1n1m,5.7,2,0,0,0,0,0,0,0,0,0
1n3i,2/refined_train_3dnn/1n3i,8.89,2,0,0,0,0,0,0,0,0,0
1n46,2/refined_train_3dnn/1n46,10.52,2,0,0,0,0,0,0,0,0,0
1n4h,2/refined_train_3dnn/1n4h,6.55,2,0,0,0,0,0,0,0,0,0
1n51,2/refined_train_3dnn/1n51,4.85,2,0,0,0,0,0,0,0,0,0
1n5r,2/refined_train_3dnn/1n5r,5.66,2,0,0,0,0,0,0,0,0,0
1ndv,2/refined_train_3dnn/1ndv,5.92,2,0,0,0,0,0,0,0,0,0
1ndw,2/refined_train_3dnn/1ndw,5.23,2,0,0,0,0,0,0,0,0,0
1ndy,2/refined_train_3dnn/1ndy,6.17,2,0,0,0,0,0,0,0,0,0
1ndz,2/refined_train_3dnn/1ndz,8.11,2,0,0,0,0,0,0,0,0,0
1nf8,2/refined_train_3dnn/1nf8,7.82,2,0,0,0,0,0,0,0,0,0
1nfu,2/refined_train_3dnn/1nfu,7.74,2,0,0,0,0,0,0,0,0,0
1nfw,2/refined_train_3dnn/1nfw,8.96,2,0,0,0,0,0,0,0,0,0
1nfx,2/refined_train_3dnn/1nfx,8.52,2,0,0,0,0,0,0,0,0,0
1nfy,2/refined_train_3dnn/1nfy,8.89,2,0,0,0,0,0,0,0,0,0
1nh0,2/refined_train_3dnn/1nh0,9.74,2,0,0,0,0,0,0,0,0,0
1nhu,2/refined_train_3dnn/1nhu,5.66,2,0,0,0,0,0,0,0,0,0
1nhz,2/refined_train_3dnn/1nhz,6.08,2,0,0,0,0,0,0,0,0,0
1nja,2/refined_train_3dnn/1nja,6.31,2,0,0,0,0,0,0,0,0,0
1njc,2/refined_train_3dnn/1njc,5.55,2,0,0,0,0,0,0,0,0,0
1njd,2/refined_train_3dnn/1njd,5.57,2,0,0,0,0,0,0,0,0,0
1nje,2/refined_train_3dnn/1nje,3.8,2,0,0,0,0,0,0,0,0,0
1njs,2/refined_train_3dnn/1njs,7.82,2,0,0,0,0,0,0,0,0,0
1nki,2/refined_train_3dnn/1nki,6.7,2,0,0,0,0,0,0,0,0,0
1nl9,2/refined_train_3dnn/1nl9,5.96,2,0,0,0,0,0,0,0,0,0
1nli,2/refined_train_3dnn/1nli,3.59,2,0,0,0,0,0,0,0,0,0
1nm6,2/refined_train_3dnn/1nm6,10.05,2,0,0,0,0,0,0,0,0,0
1nny,2/refined_train_3dnn/1nny,7.66,2,0,0,0,0,0,0,0,0,0
1no6,2/refined_train_3dnn/1no6,4.41,2,0,0,0,0,0,0,0,0,0
1nq7,2/refined_train_3dnn/1nq7,6.8,2,0,0,0,0,0,0,0,0,0
1nt1,2/refined_train_3dnn/1nt1,8.89,2,0,0,0,0,0,0,0,0,0
1nvs,2/refined_train_3dnn/1nvs,7.82,2,0,0,0,0,0,0,0,0,0
1nw4,2/refined_train_3dnn/1nw4,9.07,2,0,0,0,0,0,0,0,0,0
1nw5,2/refined_train_3dnn/1nw5,5.21,2,0,0,0,0,0,0,0,0,0
1nw7,2/refined_train_3dnn/1nw7,5.09,2,0,0,0,0,0,0,0,0,0
1nwl,2/refined_train_3dnn/1nwl,2.39,2,0,0,0,0,0,0,0,0,0
1nz7,2/refined_train_3dnn/1nz7,7.12,2,0,0,0,0,0,0,0,0,0
1o0f,2/refined_train_3dnn/1o0f,5.3,2,0,0,0,0,0,0,0,0,0
1o0m,2/refined_train_3dnn/1o0m,5.15,2,0,0,0,0,0,0,0,0,0
1o1s,2/refined_train_3dnn/1o1s,7.31,2,0,0,0,0,0,0,0,0,0
1o2h,2/refined_train_3dnn/1o2h,7.17,2,0,0,0,0,0,0,0,0,0
1o2j,2/refined_train_3dnn/1o2j,6.92,2,0,0,0,0,0,0,0,0,0
1o2n,2/refined_train_3dnn/1o2n,6.09,2,0,0,0,0,0,0,0,0,0
1o2o,2/refined_train_3dnn/1o2o,6.36,2,0,0,0,0,0,0,0,0,0
1o2q,2/refined_train_3dnn/1o2q,7.68,2,0,0,0,0,0,0,0,0,0
1o2r,2/refined_train_3dnn/1o2r,5.21,2,0,0,0,0,0,0,0,0,0
1o2w,2/refined_train_3dnn/1o2w,5.85,2,0,0,0,0,0,0,0,0,0
1o2z,2/refined_train_3dnn/1o2z,6.11,2,0,0,0,0,0,0,0,0,0
1o30,2/refined_train_3dnn/1o30,6.77,2,0,0,0,0,0,0,0,0,0
1o33,2/refined_train_3dnn/1o33,5.74,2,0,0,0,0,0,0,0,0,0
1o35,2/refined_train_3dnn/1o35,5.0,2,0,0,0,0,0,0,0,0,0
1o36,2/refined_train_3dnn/1o36,5.96,2,0,0,0,0,0,0,0,0,0
1o38,2/refined_train_3dnn/1o38,6.82,2,0,0,0,0,0,0,0,0,0
1o3i,2/refined_train_3dnn/1o3i,7.3,2,0,0,0,0,0,0,0,0,0
1o3j,2/refined_train_3dnn/1o3j,6.77,2,0,0,0,0,0,0,0,0,0
1o3l,2/refined_train_3dnn/1o3l,6.54,2,0,0,0,0,0,0,0,0,0
1o5a,2/refined_train_3dnn/1o5a,6.42,2,0,0,0,0,0,0,0,0,0
1o5c,2/refined_train_3dnn/1o5c,5.22,2,0,0,0,0,0,0,0,0,0
1o5e,2/refined_train_3dnn/1o5e,5.74,2,0,0,0,0,0,0,0,0,0
1o5r,2/refined_train_3dnn/1o5r,8.12,2,0,0,0,0,0,0,0,0,0
1o7o,2/refined_train_3dnn/1o7o,4.49,2,0,0,0,0,0,0,0,0,0
1o86,2/refined_train_3dnn/1o86,9.57,2,0,0,0,0,0,0,0,0,0
1oar,2/refined_train_3dnn/1oar,7.4,2,0,0,0,0,0,0,0,0,0
1oau,2/refined_train_3dnn/1oau,7.7,2,0,0,0,0,0,0,0,0,0
1oba,2/refined_train_3dnn/1oba,2.44,2,0,0,0,0,0,0,0,0,0
1od8,2/refined_train_3dnn/1od8,5.1,2,0,0,0,0,0,0,0,0,0
1odi,2/refined_train_3dnn/1odi,4.21,2,0,0,0,0,0,0,0,0,0
1odj,2/refined_train_3dnn/1odj,4.1,2,0,0,0,0,0,0,0,0,0
1oe8,2/refined_train_3dnn/1oe8,5.52,2,0,0,0,0,0,0,0,0,0
1ogd,2/refined_train_3dnn/1ogd,3.03,2,0,0,0,0,0,0,0,0,0
1ogg,2/refined_train_3dnn/1ogg,5.19,2,0,0,0,0,0,0,0,0,0
1ogx,2/refined_train_3dnn/1ogx,6.09,2,0,0,0,0,0,0,0,0,0
1ogz,2/refined_train_3dnn/1ogz,5.85,2,0,0,0,0,0,0,0,0,0
1ohr,2/refined_train_3dnn/1ohr,8.7,2,0,0,0,0,0,0,0,0,0
1okl,2/refined_train_3dnn/1okl,6.03,2,0,0,0,0,0,0,0,0,0
1ols,2/refined_train_3dnn/1ols,5.82,2,0,0,0,0,0,0,0,0,0
1olu,2/refined_train_3dnn/1olu,4.41,2,0,0,0,0,0,0,0,0,0
1olx,2/refined_train_3dnn/1olx,4.33,2,0,0,0,0,0,0,0,0,0
1om1,2/refined_train_3dnn/1om1,6.77,2,0,0,0,0,0,0,0,0,0
1ony,2/refined_train_3dnn/1ony,6.77,2,0,0,0,0,0,0,0,0,0
1onz,2/refined_train_3dnn/1onz,5.1,2,0,0,0,0,0,0,0,0,0
1ork,2/refined_train_3dnn/1ork,8.81,2,0,0,0,0,0,0,0,0,0
1os0,2/refined_train_3dnn/1os0,6.03,2,0,0,0,0,0,0,0,0,0
1os5,2/refined_train_3dnn/1os5,6.85,2,0,0,0,0,0,0,0,0,0
1oss,2/refined_train_3dnn/1oss,4.79,2,0,0,0,0,0,0,0,0,0
1owe,2/refined_train_3dnn/1owe,6.2,2,0,0,0,0,0,0,0,0,0
1oxr,2/refined_train_3dnn/1oxr,5.19,2,0,0,0,0,0,0,0,0,0
1oyq,2/refined_train_3dnn/1oyq,6.96,2,0,0,0,0,0,0,0,0,0
1oz0,2/refined_train_3dnn/1oz0,7.7,2,0,0,0,0,0,0,0,0,0
1p19,2/refined_train_3dnn/1p19,4.11,2,0,0,0,0,0,0,0,0,0
1p1o,2/refined_train_3dnn/1p1o,5.76,2,0,0,0,0,0,0,0,0,0
1p57,2/refined_train_3dnn/1p57,4.4,2,0,0,0,0,0,0,0,0,0
1pa9,2/refined_train_3dnn/1pa9,4.6,2,0,0,0,0,0,0,0,0,0
1pb8,2/refined_train_3dnn/1pb8,5.15,2,0,0,0,0,0,0,0,0,0
1pb9,2/refined_train_3dnn/1pb9,3.62,2,0,0,0,0,0,0,0,0,0
1pbq,2/refined_train_3dnn/1pbq,6.27,2,0,0,0,0,0,0,0,0,0
1pdz,2/refined_train_3dnn/1pdz,3.7,2,0,0,0,0,0,0,0,0,0
1pfu,2/refined_train_3dnn/1pfu,2.72,2,0,0,0,0,0,0,0,0,0
1pgp,2/refined_train_3dnn/1pgp,5.7,2,0,0,0,0,0,0,0,0,0
1pkx,2/refined_train_3dnn/1pkx,6.92,2,0,0,0,0,0,0,0,0,0
1pme,2/refined_train_3dnn/1pme,9.4,2,0,0,0,0,0,0,0,0,0
1ppc,2/refined_train_3dnn/1ppc,6.16,2,0,0,0,0,0,0,0,0,0
1pph,2/refined_train_3dnn/1pph,5.92,2,0,0,0,0,0,0,0,0,0
1ppi,2/refined_train_3dnn/1ppi,5.01,2,0,0,0,0,0,0,0,0,0
1ppk,2/refined_train_3dnn/1ppk,7.66,2,0,0,0,0,0,0,0,0,0
1ppl,2/refined_train_3dnn/1ppl,8.55,2,0,0,0,0,0,0,0,0,0
1ppm,2/refined_train_3dnn/1ppm,5.8,2,0,0,0,0,0,0,0,0,0
1pr5,2/refined_train_3dnn/1pr5,3.92,2,0,0,0,0,0,0,0,0,0
1pro,2/refined_train_3dnn/1pro,11.3,2,0,0,0,0,0,0,0,0,0
1pvn,2/refined_train_3dnn/1pvn,9.82,2,0,0,0,0,0,0,0,0,0
1px4,2/refined_train_3dnn/1px4,3.23,2,0,0,0,0,0,0,0,0,0
1pxo,2/refined_train_3dnn/1pxo,8.7,2,0,0,0,0,0,0,0,0,0
1pxp,2/refined_train_3dnn/1pxp,6.66,2,0,0,0,0,0,0,0,0,0
1pyn,2/refined_train_3dnn/1pyn,5.49,2,0,0,0,0,0,0,0,0,0
1pz5,2/refined_train_3dnn/1pz5,5.4,2,0,0,0,0,0,0,0,0,0
1pzi,2/refined_train_3dnn/1pzi,4.22,2,0,0,0,0,0,0,0,0,0
1pzp,2/refined_train_3dnn/1pzp,3.31,2,0,0,0,0,0,0,0,0,0
1q1g,2/refined_train_3dnn/1q1g,8.57,2,0,0,0,0,0,0,0,0,0
1q54,2/refined_train_3dnn/1q54,5.85,2,0,0,0,0,0,0,0,0,0
1q5k,2/refined_train_3dnn/1q5k,7.42,2,0,0,0,0,0,0,0,0,0
1q65,2/refined_train_3dnn/1q65,5.46,2,0,0,0,0,0,0,0,0,0
1q72,2/refined_train_3dnn/1q72,6.85,2,0,0,0,0,0,0,0,0,0
1q7a,2/refined_train_3dnn/1q7a,7.19,2,0,0,0,0,0,0,0,0,0
1q84,2/refined_train_3dnn/1q84,11.05,2,0,0,0,0,0,0,0,0,0
1q8w,2/refined_train_3dnn/1q8w,5.24,2,0,0,0,0,0,0,0,0,0
1q91,2/refined_train_3dnn/1q91,4.15,2,0,0,0,0,0,0,0,0,0
1qan,2/refined_train_3dnn/1qan,4.48,2,0,0,0,0,0,0,0,0,0
1qaw,2/refined_train_3dnn/1qaw,5.12,2,0,0,0,0,0,0,0,0,0
1qb1,2/refined_train_3dnn/1qb1,6.77,2,0,0,0,0,0,0,0,0,0
1qb6,2/refined_train_3dnn/1qb6,6.06,2,0,0,0,0,0,0,0,0,0
1qb9,2/refined_train_3dnn/1qb9,7.44,2,0,0,0,0,0,0,0,0,0
1qbn,2/refined_train_3dnn/1qbn,5.85,2,0,0,0,0,0,0,0,0,0
1qbo,2/refined_train_3dnn/1qbo,7.74,2,0,0,0,0,0,0,0,0,0
1qbq,2/refined_train_3dnn/1qbq,8.3,2,0,0,0,0,0,0,0,0,0
1qbr,2/refined_train_3dnn/1qbr,10.57,2,0,0,0,0,0,0,0,0,0
1qbt,2/refined_train_3dnn/1qbt,10.62,2,0,0,0,0,0,0,0,0,0
1qbu,2/refined_train_3dnn/1qbu,10.24,2,0,0,0,0,0,0,0,0,0
1qbv,2/refined_train_3dnn/1qbv,5.39,2,0,0,0,0,0,0,0,0,0
1qf0,2/refined_train_3dnn/1qf0,7.38,2,0,0,0,0,0,0,0,0,0
1qf2,2/refined_train_3dnn/1qf2,5.92,2,0,0,0,0,0,0,0,0,0
1qft,2/refined_train_3dnn/1qft,8.77,2,0,0,0,0,0,0,0,0,0
1qhc,2/refined_train_3dnn/1qhc,7.57,2,0,0,0,0,0,0,0,0,0
1qin,2/refined_train_3dnn/1qin,8.0,2,0,0,0,0,0,0,0,0,0
1qji,2/refined_train_3dnn/1qji,4.85,2,0,0,0,0,0,0,0,0,0
1qk3,2/refined_train_3dnn/1qk3,5.15,2,0,0,0,0,0,0,0,0,0
1qk4,2/refined_train_3dnn/1qk4,4.21,2,0,0,0,0,0,0,0,0,0
1qka,2/refined_train_3dnn/1qka,5.92,2,0,0,0,0,0,0,0,0,0
1qkb,2/refined_train_3dnn/1qkb,7.35,2,0,0,0,0,0,0,0,0,0
1ql7,2/refined_train_3dnn/1ql7,5.0,2,0,0,0,0,0,0,0,0,0
1ql9,2/refined_train_3dnn/1ql9,5.35,2,0,0,0,0,0,0,0,0,0
1qxk,2/refined_train_3dnn/1qxk,5.05,2,0,0,0,0,0,0,0,0,0
1qxl,2/refined_train_3dnn/1qxl,7.96,2,0,0,0,0,0,0,0,0,0
1qy1,2/refined_train_3dnn/1qy1,6.52,2,0,0,0,0,0,0,0,0,0
1qyg,2/refined_train_3dnn/1qyg,6.85,2,0,0,0,0,0,0,0,0,0
1r0p,2/refined_train_3dnn/1r0p,8.0,2,0,0,0,0,0,0,0,0,0
1r1h,2/refined_train_3dnn/1r1h,8.92,2,0,0,0,0,0,0,0,0,0
1r1j,2/refined_train_3dnn/1r1j,8.64,2,0,0,0,0,0,0,0,0,0
1r9l,2/refined_train_3dnn/1r9l,5.4,2,0,0,0,0,0,0,0,0,0
1rbp,2/refined_train_3dnn/1rbp,6.72,2,0,0,0,0,0,0,0,0,0
1rd4,2/refined_train_3dnn/1rd4,7.74,2,0,0,0,0,0,0,0,0,0
1rjk,2/refined_train_3dnn/1rjk,10.0,2,0,0,0,0,0,0,0,0,0
1rmz,2/refined_train_3dnn/1rmz,8.0,2,0,0,0,0,0,0,0,0,0
1rnm,2/refined_train_3dnn/1rnm,3.07,2,0,0,0,0,0,0,0,0,0
1rnt,2/refined_train_3dnn/1rnt,5.19,2,0,0,0,0,0,0,0,0,0
1ro6,2/refined_train_3dnn/1ro6,6.46,2,0,0,0,0,0,0,0,0,0
1rp7,2/refined_train_3dnn/1rp7,8.52,2,0,0,0,0,0,0,0,0,0
1rpf,2/refined_train_3dnn/1rpf,3.99,2,0,0,0,0,0,0,0,0,0
1rpj,2/refined_train_3dnn/1rpj,6.48,2,0,0,0,0,0,0,0,0,0
1rql,2/refined_train_3dnn/1rql,2.75,2,0,0,0,0,0,0,0,0,0
1rr6,2/refined_train_3dnn/1rr6,10.25,2,0,0,0,0,0,0,0,0,0
1rtf,2/refined_train_3dnn/1rtf,3.04,2,0,0,0,0,0,0,0,0,0
1s19,2/refined_train_3dnn/1s19,9.51,2,0,0,0,0,0,0,0,0,0
1s39,2/refined_train_3dnn/1s39,7.7,2,0,0,0,0,0,0,0,0,0
1s5z,2/refined_train_3dnn/1s5z,3.21,2,0,0,0,0,0,0,0,0,0
1s89,2/refined_train_3dnn/1s89,5.24,2,0,0,0,0,0,0,0,0,0
1sb1,2/refined_train_3dnn/1sb1,6.89,2,0,0,0,0,0,0,0,0,0
1sbg,2/refined_train_3dnn/1sbg,7.74,2,0,0,0,0,0,0,0,0,0
